id_filme,titulo,data_lancamento,media_avaliacoes,numero_avaliacoes,popularidade,sinopse,idioma_original,generos,diretor,roteirista
1124620,O Macaco,2025-02-14,5.9,713,44.2381,"Dois irmãos gêmeos encontram um macaco de brinquedo que pertenceu ao seu pai. Quando percebem coisas sinistras acontecendo à sua volta, os dois se desfazem do boneco e seguem com suas vidas. Após anos afastados, eventos terríveis começam a se desdobrar e os irmãos precisam se reunir para destruir o brinquedo antes que todos que amam morram.",en,"Terror, Comédia",Osgood Perkins,Osgood Perkins
1184918,Robô Selvagem,2024-09-12,8.314,5068,45.9876,"Um robô – unidade ROZZUM 7134, abreviadamente “Roz” – naufraga em uma ilha desabitada e deve aprender a se adaptar ao ambiente hostil, gradualmente construindo relacionamentos com os animais da ilha e se tornando o pai adotivo de um filhote de ganso órfão.",en,"Animação, Ficção científica, Família",Chris Sanders,Chris Sanders
1184918,Robô Selvagem,2024-09-12,8.314,5068,45.9876,"Um robô – unidade ROZZUM 7134, abreviadamente “Roz” – naufraga em uma ilha desabitada e deve aprender a se adaptar ao ambiente hostil, gradualmente construindo relacionamentos com os animais da ilha e se tornando o pai adotivo de um filhote de ganso órfão.",en,"Animação, Ficção científica, Família",Chris Sanders,Chris Sanders
302946,O Contador,2016-10-13,7.121,6745,39.3209,"O matemático Christian Wolff sente-se muito mais à vontade lidando com números do que com pessoas. Atualmente, trabalha como contador autônomo para uma das maiores organizações criminosas do mundo. Com a receita federal no encalço, ele resolve mudar de ares e atender um novo cliente, uma empresa de equipamentos robóticos onde um dos funcionários descobriu um desvio gigantesco de recursos. À medida que Christian se aprofunda nos registros da empresa e se aproxima da verdade, o número de cadáveres começa a crescer rapidamente.",en,"Crime, Thriller, Drama",Gavin O'Connor,Bill Dubuque
912649,Venom: A Última Rodada,2024-10-22,6.717,3499,39.8114,"Eddie e Venom estão fugindo. Perseguidos pelos dois mundos, a dupla é forçada a tomar uma decisão devastadora que vai fechar as cortinas da última rodada de Venom e Eddie.",en,"Ação, Ficção científica, Aventura",Kelly Marcel,Kelly Marcel
1098006,A Fonte da Juventude,2025-05-19,6.401,491,41.5595,"Um gênio da caça ao tesouro reúne uma equipe para uma aventura que pode mudar sua vida. Mas para enganar e fugir das ameaças a cada passo, ele precisará de alguém ainda mais inteligente do que ele: sua distante irmã.",en,"Aventura, Fantasia, Mistério",Guy Ritchie,James Vanderbilt
1238307,Masameer Junior,2025-06-11,7.0,5,40.917,"Depois de aprender uma dura lição sobre mau comportamento, três crianças travessas de 6 anos buscam fazer ""boas ações"" e provocam um verdadeiro caos!",ar,"Animação, Comédia, Aventura, Ação",Malik Nejer,Abdulaziz Almuzaini
30484,Warrior Queen,1987-01-26,3.581,31,33.1,,en,"Ação, História, Aventura",Chuck Vincent,Rick Marx
967160,Claudia,1985-12-12,0.0,0,43.2174,,en,Drama,Anwar Kawadri,Michael Winner
519182,Meu Malvado Favorito 4,2024-06-20,7.038,2806,38.5568,"Nesta sequência, o vilão mais amado do planeta retorna e agora Gru, Lucy, Margo, Edith e Agnes dão as boas-vindas a um novo membro da família: Gru Jr., que pretende atormentar seu pai. Enquanto se adapta com o pequeno, Gru enfrenta um novo inimigo, Maxime Le Mal, forçando sua namorada Valentina e a família a fugir do perigo.",en,"Família, Comédia, Animação, Ficção científica",Chris Renaud,Mike White
1414272,Belyas,2025-02-07,7.333,6,38.4438,,tl,Drama,G.B. Sampedro,Marvic Kevin Reyes
668489,Caos e Destruição,2025-04-25,6.468,835,39.4695,"Um roubo de drogas sai do controle, levando um policial a encarar o submundo de uma cidade corrupta para salvar o filho de um político importante.",en,"Ação, Crime, Thriller",Gareth Evans,Gareth Evans
1160956,‎Operação Panda: Missão Resgate,2024-10-01,6.898,206,42.2603,"Logo após ser convidado para adotar o adorável panda Hu Hu, um dos astros mais lendários do kung fu, Jackie Chan, se vê no centro de um perigoso esquema. Um sindicato internacional do crime coloca uma recompensa pela captura do panda, atraindo caçadores de recompensas de todo o mundo. Jackie, então, convoca seu agente e o dedicado cuidador de Hu Hu para proteger o animal, enfrentando uma série de perigos. A improvável equipe se envolve em uma aventura desafiadora e cheia de ação, onde cada reviravolta traz novos desafios, e eles terão de usar todas as suas habilidades para despistar e derrotar os vilões, garantindo que Hu Hu permaneça seguro. É uma história de coragem, lealdade e muita ação, ideal para os fãs do carisma e das lutas acrobáticas de Jackie Chan.",zh,"Ação, Comédia",Zhang Luan,Wei Xu
933260,A Substância,2024-09-07,7.144,4742,37.9771,"Uma estrela em declínio descobre uma substância misteriosa que lhe permite criar uma versão mais jovem e perfeita de si mesma. No entanto, o que parece ser uma solução milagrosa para recuperar sua glória logo se transforma em um pesadelo perturbador quando as consequências desta decisão começam a se manifestar de formas sombrias e irreversíveis.",en,"Drama, Terror, Ficção científica",Coralie Fargeat,Coralie Fargeat
1144430,Bala Perdida 3,2025-05-06,6.579,178,37.8235,"Lino, Julia e Areski voltam para o terceiro e último round desta saga de ação explosiva com Alban Lenoir, Stéfi Celma e Nicolas Duvauchelle.",fr,"Ação, Crime, Thriller, Drama",Guillaume Pierret,Guillaume Pierret
1266860,Lo que quisimos ser,2024-10-18,7.5,2,42.0116,,es,"Drama, Comédia, Romance",Alejandro Agresti,Alejandro Agresti
968171,性教育ママ,1973-11-20,5.9,5,44.7633,,ja,Comédia,Akira Kato,Toshirō Ishidō
1011985,Kung Fu Panda 4,2024-03-02,7.061,3108,37.4515,"Po está prestes a se tornar o novo líder espiritual do Vale da Paz, mas antes que possa fazer isso, ele deve encontrar um sucessor para se tornar o novo Dragão Guerreiro.  Ele parece encontrar uma em Zhen, uma raposa com muitas habilidades promissoras, mas que não gosta muito da ideia de Po treiná-la.",en,"Animação, Família, Ação, Comédia, Aventura, Fantasia",Mike Mitchell,Glenn Berger
1153714,Morte de um Unicórnio,2025-03-27,6.42,295,38.3917,"Elliot, funcionário de uma empresa farmacêutica, viaja com sua filha Ridley para uma reunião de emergência com seu chefe ultra-rico. Ao longo do caminho, eles acidentalmente atingem um unicórnio, e logo descobrem que o sangue, o corpo e o chifre do animal têm propriedades milagrosamente restaurativas.",en,"Terror, Fantasia, Comédia",Alex Scharfman,Alex Scharfman
710258,Rust,2025-05-01,6.333,60,37.1231,"O infame fora-da-lei Harland Rust liberta seu neto Lucas da prisão, após ele ser condenado à forca por um assassinato acidental. Os dois precisam escapar do lendário xerife americano Wood Helm e do caçador de recompensas Fenton ""Preacher"" Lang, que estão no seu encalço. Segredos profundamente enterrados ressurgem das cinzas e um laço familiar inesperado começa a se formar enquanto a dupla incompatível tenta sobreviver à implacável Fronteira Americana.",en,Faroeste,Joel Souza,Joel Souza
1359977,Conjuring the Cult,2024-10-01,5.719,32,36.0508,,en,"Terror, Drama",Calvin Morie McCarthy,Calvin Morie McCarthy
1092506,Apostas & Segredos,2025-04-24,6.0,35,39.9133,"Muriel e o marido Lee estão prestes a começar uma nova vida, mas são surpreendidos pela chegada do irmão de Lee. Muriel passa a viver uma vida secreta, apostando em cavalos de corrida e descobrindo um amor que ela nunca imaginou ser possível.",en,"Drama, Romance",Daniel Minahan,Bryce Kass
1061474,Superman,2025-07-09,0.0,0,37.6631,"Superman, um jovem repórter de Metrópolis, embarca em uma jornada para reconciliar sua herança kryptoniana com sua criação humana como Clark Kent.",en,"Ação, Aventura, Ficção científica",James Gunn,James Gunn
238,O Poderoso Chefão,1972-03-14,8.686,21543,31.2711,"Em 1945, Don Corleone é o chefe de uma mafiosa família italiana de Nova York. Ele costuma apadrinhar várias pessoas, realizando importantes favores para elas, em troca de favores futuros. Com a chegada das drogas, as famílias começam uma disputa pelo promissor mercado. Quando Corleone se recusa a facilitar a entrada dos narcóticos na cidade, não oferecendo ajuda política e policial, sua família começa a sofrer atentados para que mudem de posição. É nessa complicada época que Michael, um herói de guerra nunca envolvido nos negócios da família, vê a necessidade de proteger o seu pai e tudo o que ele construiu ao longo dos anos.",en,"Drama, Crime",Francis Ford Coppola,Mario Puzo
1266675,Una ballena,2025-03-28,5.5,8,35.6359,,es,Mistério,Pablo Hernando,Pablo Hernando
157336,Interestelar,2014-11-05,8.455,37293,34.9778,"As reservas naturais da Terra estão chegando ao fim e um grupo de astronautas recebe a missão de verificar possíveis planetas para receberem a população mundial, possibilitando a continuação da espécie. Cooper é chamado para liderar o grupo e aceita a missão sabendo que pode nunca mais ver os filhos. Ao lado de Brand, Jenkins e Doyle, ele seguirá em busca de um novo lar.",en,"Aventura, Drama, Ficção científica",Christopher Nolan,Jonathan Nolan
299536,Vingadores: Guerra Infinita,2018-04-25,8.236,30627,34.3929,"Homem de Ferro, Thor, Hulk e os Vingadores se unem para combater seu inimigo mais poderoso, o maligno Thanos. Em uma missão para coletar todas as seis pedras infinitas, Thanos planeja usá-las para infligir sua vontade maléfica sobre a realidade.",en,"Aventura, Ação, Ficção científica",Joe Russo,Stephen McFeely
1186940,Viva a Vida,2025-01-30,6.0,12,30.6894,"Quando dois medalhões idênticos unem os destinos de Jéssica (Thati Lopes), uma jovem desiludida com relacionamentos, e Gabriel (Rodrigo Simas), que parece incapaz de ficar sozinho, eles embarcam em uma busca pelo terceiro medalhão ou pela misteriosa Hava. Hava, há anos casada com Ben, anseia reviver a aventura dos primeiros dias de seu relacionamento. Enquanto desvendam segredos familiares e se envolvem em confusões, todos descobrem que o amor pode ser encontrado quando menos se espera.",pt,"Comédia, Drama, Romance",Cris D'amato,Natalia Klein
1127110,Diablo,2025-06-13,6.72,25,150.7036,"Depois de ser libertada da prisão, Kris Chaney sequestra Elisa, filha de um gângster, iniciando uma caçada por seu pai e pelo assassino El Corvo. Kris deve fugir de ambos para cumprir uma pr... Ler tudo. Kris deve fugir de ambos para cumprir uma promessa oculta e revelar a verdade a Elisa.",en,"Ação, Thriller",Ernesto Díaz Espinoza,Mat Sansom
1252309,Peça-me o Que Quiser,2024-11-29,6.231,212,34.4926,"Após a morte de seu pai, Eric Zimmerman viaja para a Espanha para supervisionar as filiais de sua empresa. Em Madri, ele se apaixona por Judith e se envolve em um relacionamento intenso e erótico cheio de exploração. Eric teme que seu segredo possa acabar com o caso deles.",es,"Romance, Drama",Lucía Alemany,Ivy Hesh
9532,Premonição,2000-03-17,6.622,6100,35.3108,"Pouco antes de decolar no vôo 180 para Paris, Alex experimenta a angustiante visão do avião transformando-se numa bola de fogo gigante em pleno vôo. Em pânico, o estudante é retirado da aeronave com uma professora e alguns colegas de classe. Irritado e decepcionado, o grupo assiste seu vôo partir. É quando o inimaginável acontece, o avião explode matando todo mundo a bordo! Confuso entre a idéia de Alex ter salvo a todos e a possibilidade de ele ter provocado o acidente, o grupo não sabe como reagir. Para Alex, porém, o fato de ter escapado da tragédia não traz alívio, pois presságios terríveis continuam a perturbá-lo. Neles Alex vê, um a um, seus amigos morrerem. Então percebe que, ao saírem do avião, eles desafiaram a ordem natural das coisas e agora terão de acertar suas contas com a própria Morte.",en,Terror,James Wong,James Wong
1193647,Mensagem em uma Garrafa,2025-05-01,8.0,4,34.5012,"Denise é uma sommelier que descobre um método de enviar mensagens para o passado e usa-o para corrigir um erro. Ótima ideia... na teoria. Na prática, o presente foge do controle e cada tentativa de conserto piora tudo. Agora, presa num ciclo de caos, a sua vida parece mais um coquetel mal misturado do que um bom vinho. Será que ela vai escapar desta confusão antes de perder tudo?",es,"Comédia, Fantasia, Drama, Romance",Gabriel Nesci,Gabriel Nesci
823219,Flow,2024-08-29,8.2,2045,34.3931,"Gato é um animal solitário, mas quando seu lar é destruído por uma grande inundação, ele encontra refúgio em um barco habitado por diversas espécies, tendo que se juntar a elas apesar das diferenças.",lv,"Animação, Fantasia, Aventura",Gints Zilbalodis,Matīss Kaža
1195506,Novocaine: À Prova de Dor,2025-03-12,6.9,885,33.577,"Quando a garota de seus sonhos é sequestrada, Nathan, um homem comum, transforma sua condição de não sentir dor em sua maior força para recuperar a amada das garras dos criminosos.",en,"Ação, Comédia, Thriller",Robert Olsen,Lars Jacobson
1092073,The Haunting at Saint Joseph's,2023-02-26,4.5,12,33.0266,,en,"Terror, Thriller",Jon Cohen,
1294203,Minha Culpa: Londres,2025-02-12,7.434,407,33.3689,"Noah, de 18 anos, se muda dos EUA para Londres com a mãe, que recentemente se apaixonou por William, um rico empresário britânico. Noah conhece o filho de William, o bad boy Nick, e logo descobre uma atração que nenhum dos dois consegue evitar. Enquanto Noah passa o verão tentando se ajustar à nova vida, seu passado devastador a atingirá em cheio justo quando se apaixona pela primeira vez.",en,"Romance, Drama",Charlotte Fassler,Melissa Osborne
1126166,Ameaça no Ar,2025-01-22,6.092,794,35.1601,Um piloto de avião transporta um agente federal e um fugitivo para julgamento através das montanhas do Alasca. A tensão aumenta quando verdades são reveladas e ninguém a bordo parecem ser quem realmente são.,en,"Ação, Thriller",Mel Gibson,Jared Rosenberg
1471014,Van Gogh by Vincent,2025-03-26,5.941,17,33.5969,,fr,Documentário,Richard Shaw,
676685,Pandabeer in Afrika,2024-03-15,6.907,54,32.1515,,nl,"Animação, Aventura, Comédia, Família",Karsten Kiilerich,Rob Sprackling
